sampleID,phenotype,dip_depth_hemato,ref_genome,settings
LP0030_03_L004,healthy_control,0.146566105,30memhg19decoy,TrueDI26830XA
LP0030_03_L004,healthy_control,0.150016642,30memhg19decoy,True40
LP0030_03_L004,healthy_control,0.146870338,30memhg19,FalseDI1230XA
LP0030_03_L004,healthy_control,0.151815098,30memhg19,True40
LP0030_03_L004,healthy_control,0.144360722,30memhg19,TrueDI26830XA
LP0030_05_L004,healthy_control,0.182736392,0memhg19decoy,True40
LP0030_05_L004,healthy_control,0.180394282,30memhg19decoy,FalseDI1230XA
LP0030_05_L004,healthy_control,0.180078509,30memhg19,TrueDI1230XA
LP0030_05_L004,healthy_control,0.184169102,30memhg19,True40
LP0030_05_L004,healthy_control,0.182590107,0memhg19decoy,False40
LP0030_05_L004,healthy_control,0.175942562,0memhg19decoy,FalseDI1230XA
LP0030_05_L004,healthy_control,0.18128933,30memhg19decoy,TrueDI26830XA
LP0030_05_L004,healthy_control,0.184591712,30memhg19decoy,False40
LP0030_05_L004,healthy_control,0.181876338,30memhg19decoy,TrueDI1230XA
LP0030_05_L004,healthy_control,0.179067121,0memhg19,True40
LP0030_05_L004,healthy_control,0.179832108,30memhg19,FalseDI1230XA
LP0030_05_L004,healthy_control,0.183114155,30memhg19,TrueDI26830XA
LP0030_05_L004,healthy_control,0.175710059,0memhg19,FalseDI26830XA
LP0030_05_L004,healthy_control,0.183326983,30memhg19decoy,FalseDI26830XA
LP0030_05_L004,healthy_control,0.177409654,0memhg19decoy,TrueDI1230XA
LP0030_05_L004,healthy_control,0.182502021,30memhg19,FalseDI26830XA
LP0030_05_L004,healthy_control,0.176421582,0memhg19,FalseDI1230XA
LP0030_05_L004,healthy_control,0.182494389,0memhg19,False40
LP0030_05_L004,healthy_control,0.186504418,30memhg19decoy,True40
LP0030_05_L004,healthy_control,0.1753862,0memhg19decoy,FalseDI26830XA
LP0030_05_L004,healthy_control,0.176093636,0memhg19,TrueDI1230XA
LP0030_05_L004,healthy_control,0.185565506,30memhg19,False40
LP0030_05_L004,healthy_control,0.173554219,0memhg19,TrueDI26830XA
LP0025_01_L004,healthy_control,0.168615736,0memhg38,TrueDI1230XA
LP0025_01_L004,healthy_control,0.167344939,30memhg38noalt,FalseDI26830XA
LP0025_01_L004,healthy_control,0.16969195,30memhg38noalt,TrueDI26830XA
LP0025_01_L004,healthy_control,0.167344939,0memhg38noalt,FalseDI26830XA
LP0025_01_L004,healthy_control,0.169300865,0memhg38noalt,TrueDI1230XA
LP0025_01_L004,healthy_control,0.174077406,0memhg38noalt,False40
LP0025_01_L004,healthy_control,0.169125034,0memhg38,TrueDI26830XA
LP0025_01_L004,healthy_control,0.174061453,0memhg38,True40
LP0025_01_L004,healthy_control,0.16969195,30memhg38,TrueDI26830XA
LP0025_01_L004,healthy_control,0.168444573,30memhg38noalt,FalseDI1230XA
LP0025_01_L004,healthy_control,0.16969195,0memhg38noalt,TrueDI26830XA
LP0025_01_L004,healthy_control,0.169300865,30memhg38noalt,TrueDI1230XA
LP0025_01_L004,healthy_control,0.172906359,0memhg38,False40
LP0025_01_L004,healthy_control,0.167685804,0memhg38,FalseDI26830XA
LP0025_01_L004,healthy_control,0.169300865,30memhg38,TrueDI1230XA
LP0025_01_L004,healthy_control,0.174077406,30memhg38,False40
LP0025_01_L004,healthy_control,0.168444573,0memhg38noalt,FalseDI1230XA
LP0025_01_L004,healthy_control,0.175732059,0memhg38noalt,True40
LP0025_01_L004,healthy_control,0.167344939,30memhg38,FalseDI26830XA
LP0025_01_L004,healthy_control,0.175732059,30memhg38,True40
LP0025_01_L004,healthy_control,0.174077406,30memhg38noalt,False40
LP0025_01_L004,healthy_control,0.168444573,30memhg38,FalseDI1230XA
LP0025_01_L004,healthy_control,0.175732059,30memhg38noalt,True40
LP0025_01_L004,healthy_control,0.166936835,0memhg38,FalseDI1230XA
LP0025_02_L004,healthy_control,0.035297213,0memhg38noalt,TrueDI1230XA
LP0025_02_L004,healthy_control,0.035794944,30memhg38,FalseDI26830XA
LP0025_02_L004,healthy_control,0.036479602,30memhg38,FalseDI1230XA
LP0025_02_L004,healthy_control,0.032341904,0memhg38,FalseDI26830XA
LP0025_02_L004,healthy_control,0.035794944,30memhg38noalt,FalseDI26830XA
LP0025_02_L004,healthy_control,0.036479602,0memhg38noalt,FalseDI1230XA
LP0025_02_L004,healthy_control,0.035467179,0memhg38noalt,TrueDI26830XA
LP0025_02_L004,healthy_control,0.040860266,0memhg38,True40
LP0025_02_L004,healthy_control,0.031970043,0memhg38,FalseDI1230XA
LP0025_02_L004,healthy_control,0.042863421,30memhg38noalt,False40
LP0025_02_L004,healthy_control,0.031572905,0memhg38,TrueDI26830XA
LP0025_02_L004,healthy_control,0.035297213,30memhg38,TrueDI1230XA
LP0025_02_L004,healthy_control,0.036479602,30memhg38noalt,FalseDI1230XA
LP0025_02_L004,healthy_control,0.042101631,30memhg38noalt,True40
LP0025_02_L004,healthy_control,0.035467179,30memhg38,TrueDI26830XA
LP0025_02_L004,healthy_control,0.042101631,0memhg38noalt,True40
LP0025_02_L004,healthy_control,0.031814369,0memhg38,TrueDI1230XA
LP0025_02_L004,healthy_control,0.035467179,30memhg38noalt,TrueDI26830XA
LP0025_02_L004,healthy_control,0.042101631,30memhg38,True40
LP0025_02_L004,healthy_control,0.035297213,30memhg38noalt,TrueDI1230XA
LP0025_02_L004,healthy_control,0.042863421,30memhg38,False40
LP0025_02_L004,healthy_control,0.041574438,0memhg38,False40
LP0025_02_L004,healthy_control,0.042863421,0memhg38noalt,False40
LP0025_02_L004,healthy_control,0.035794944,0memhg38noalt,FalseDI26830XA
LP0025_03_L003,healthy_control,0.162062414,30memhg38,TrueDI26830XA
LP0025_03_L003,healthy_control,0.161126266,30memhg38noalt,FalseDI1230XA
LP0025_03_L003,healthy_control,0.162062414,0memhg38noalt,TrueDI26830XA
LP0025_03_L003,healthy_control,0.161656253,0memhg38,TrueDI26830XA
LP0025_03_L003,healthy_control,0.161446237,30memhg38noalt,TrueDI1230XA
LP0025_03_L003,healthy_control,0.163280856,0memhg38noalt,False40
LP0025_03_L003,healthy_control,0.165519098,0memhg38noalt,True40
LP0025_03_L003,healthy_control,0.158528402,0memhg38,FalseDI26830XA
LP0025_03_L003,healthy_control,0.162120452,0memhg38,False40
LP0025_03_L003,healthy_control,0.160446306,0memhg38noalt,FalseDI26830XA
LP0025_03_L003,healthy_control,0.162322196,0memhg38,TrueDI1230XA
LP0025_03_L003,healthy_control,0.160108233,0memhg38,True40
LP0025_03_L003,healthy_control,0.159636744,0memhg38,FalseDI1230XA
LP0025_03_L003,healthy_control,0.160446306,30memhg38,FalseDI26830XA
LP0025_03_L003,healthy_control,0.160446306,30memhg38noalt,FalseDI26830XA
LP0025_03_L003,healthy_control,0.165519098,30memhg38noalt,True40
LP0025_03_L003,healthy_control,0.161446237,30memhg38,TrueDI1230XA
LP0025_03_L003,healthy_control,0.162062414,30memhg38noalt,TrueDI26830XA
LP0025_03_L003,healthy_control,0.163280856,30memhg38noalt,False40
LP0025_03_L003,healthy_control,0.163280856,30memhg38,False40
LP0025_03_L003,healthy_control,0.161126266,0memhg38noalt,FalseDI1230XA
LP0025_03_L003,healthy_control,0.161446237,0memhg38noalt,TrueDI1230XA
LP0025_03_L003,healthy_control,0.165519098,30memhg38,True40
LP0025_03_L003,healthy_control,0.161126266,30memhg38,FalseDI1230XA
LP0025_04_L004,healthy_control,0.116348629,30memhg38noalt,FalseDI1230XA
LP0025_04_L004,healthy_control,0.116348629,30memhg38,FalseDI1230XA
LP0025_04_L004,healthy_control,0.116544663,0memhg38,FalseDI1230XA
LP0025_04_L004,healthy_control,0.116331105,0memhg38,TrueDI1230XA
LP0025_04_L004,healthy_control,0.117360834,30memhg38noalt,TrueDI26830XA
LP0025_04_L004,healthy_control,0.124363499,0memhg38noalt,False40
LP0025_04_L004,healthy_control,0.116932933,0memhg38,FalseDI26830XA
LP0025_04_L004,healthy_control,0.117360834,0memhg38noalt,TrueDI26830XA
LP0025_04_L004,healthy_control,0.116348629,0memhg38noalt,FalseDI1230XA
LP0025_04_L004,healthy_control,0.124363499,30memhg38,False40
LP0025_04_L004,healthy_control,0.123311499,30memhg38noalt,True40
LP0025_04_L004,healthy_control,0.122710265,0memhg38,True40
LP0025_04_L004,healthy_control,0.116403287,30memhg38,FalseDI26830XA
LP0025_04_L004,healthy_control,0.122997016,0memhg38,False40
LP0025_04_L004,healthy_control,0.118495105,0memhg38,TrueDI26830XA
LP0025_04_L004,healthy_control,0.124363499,30memhg38noalt,False40
LP0025_04_L004,healthy_control,0.116403287,0memhg38noalt,FalseDI26830XA
LP0025_04_L004,healthy_control,0.117360834,30memhg38,TrueDI26830XA
LP0025_04_L004,healthy_control,0.117423331,30memhg38,TrueDI1230XA
LP0025_04_L004,healthy_control,0.117423331,30memhg38noalt,TrueDI1230XA
LP0025_04_L004,healthy_control,0.123311499,30memhg38,True40
LP0025_04_L004,healthy_control,0.123311499,0memhg38noalt,True40
LP0025_04_L004,healthy_control,0.117423331,0memhg38noalt,TrueDI1230XA
LP0025_04_L004,healthy_control,0.116403287,30memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,0.076416762,30memhg38noalt,FalseDI1230XA
LP0025_05_L003,lung_cancer,0.077696438,30memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,0.081325858,30memhg38noalt,True40
LP0025_05_L003,lung_cancer,0.077089564,30memhg38noalt,TrueDI1230XA
LP0025_05_L003,lung_cancer,0.079200364,30memhg38noalt,TrueDI26830XA
LP0025_05_L003,lung_cancer,0.085475379,0memhg38,False40
LP0025_05_L003,lung_cancer,0.077677025,0memhg38,FalseDI1230XA
LP0025_05_L003,lung_cancer,0.085248979,0memhg38,True40
LP0025_05_L003,lung_cancer,0.080532085,0memhg38,FalseDI26830XA
LP0025_05_L003,lung_cancer,0.077089564,30memhg38,TrueDI1230XA
LP0025_05_L003,lung_cancer,0.080589335,0memhg38,TrueDI1230XA
LP0025_05_L003,lung_cancer,0.0818982,0memhg38,TrueDI26830XA
LP0025_05_L003,lung_cancer,0.083616627,30memhg38noalt,False40
LP0025_05_L003,lung_cancer,0.083616627,30memhg38,False40
LP0025_05_L003,lung_cancer,0.076416762,30memhg38,FalseDI1230XA
LP0025_05_L003,lung_cancer,0.076416762,0memhg38noalt,FalseDI1230XA
LP0025_05_L003,lung_cancer,0.077696438,30memhg38,FalseDI26830XA
LP0025_05_L003,lung_cancer,0.077696438,0memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,0.081325858,30memhg38,True40
LP0025_05_L003,lung_cancer,0.077089564,0memhg38noalt,TrueDI1230XA
LP0025_05_L003,lung_cancer,0.079200364,30memhg38,TrueDI26830XA
LP0025_05_L003,lung_cancer,0.079200364,0memhg38noalt,TrueDI26830XA
LP0025_05_L003,lung_cancer,0.083616627,0memhg38noalt,False40
LP0025_05_L003,lung_cancer,0.081325858,0memhg38noalt,True40
LP0025_06_L003,lung_cancer,0.117203836,30memhg38noalt,False40
LP0025_06_L003,lung_cancer,0.110950508,30memhg38,TrueDI1230XA
LP0025_06_L003,lung_cancer,0.109522082,30memhg38noalt,TrueDI26830XA
LP0025_06_L003,lung_cancer,0.112052776,0memhg38noalt,FalseDI1230XA
LP0025_06_L003,lung_cancer,0.112052776,30memhg38noalt,FalseDI1230XA
LP0025_06_L003,lung_cancer,0.121097862,0memhg38noalt,True40
LP0025_06_L003,lung_cancer,0.109522082,30memhg38,TrueDI26830XA
LP0025_06_L003,lung_cancer,0.110269474,0memhg38,FalseDI1230XA
LP0025_06_L003,lung_cancer,0.109522082,0memhg38noalt,TrueDI26830XA
LP0025_06_L003,lung_cancer,0.109070111,0memhg38,TrueDI26830XA
LP0025_06_L003,lung_cancer,0.11297446,0memhg38,TrueDI1230XA
LP0025_06_L003,lung_cancer,0.11003961,30memhg38noalt,FalseDI26830XA
LP0025_06_L003,lung_cancer,0.110863869,0memhg38,FalseDI26830XA
LP0025_06_L003,lung_cancer,0.121097862,30memhg38noalt,True40
LP0025_06_L003,lung_cancer,0.110950508,30memhg38noalt,TrueDI1230XA
LP0025_06_L003,lung_cancer,0.112052776,30memhg38,FalseDI1230XA
LP0025_06_L003,lung_cancer,0.110950508,0memhg38noalt,TrueDI1230XA
LP0025_06_L003,lung_cancer,0.11003961,0memhg38noalt,FalseDI26830XA
LP0025_06_L003,lung_cancer,0.119873284,0memhg38,False40
LP0025_06_L003,lung_cancer,0.11003961,30memhg38,FalseDI26830XA
LP0025_06_L003,lung_cancer,0.117203836,0memhg38noalt,False40
LP0025_06_L003,lung_cancer,0.121097862,30memhg38,True40
LP0025_06_L003,lung_cancer,0.117203836,30memhg38,False40
LP0025_06_L003,lung_cancer,0.118671724,0memhg38,True40
LP0025_07_L004,healthy_control,0.128657888,30memhg38noalt,TrueDI26830XA
LP0025_07_L004,healthy_control,0.136124418,0memhg38noalt,True40
LP0025_07_L004,healthy_control,0.136124418,30memhg38noalt,True40
LP0025_07_L004,healthy_control,0.128110182,30memhg38,TrueDI1230XA
LP0025_07_L004,healthy_control,0.128110182,0memhg38noalt,TrueDI1230XA
LP0025_07_L004,healthy_control,0.126730066,0memhg38,TrueDI1230XA
LP0025_07_L004,healthy_control,0.136546233,0memhg38noalt,False40
LP0025_07_L004,healthy_control,0.126445864,30memhg38noalt,FalseDI1230XA
LP0025_07_L004,healthy_control,0.127207859,0memhg38,FalseDI26830XA
LP0025_07_L004,healthy_control,0.136124418,30memhg38,True40
LP0025_07_L004,healthy_control,0.128110182,30memhg38noalt,TrueDI1230XA
LP0025_07_L004,healthy_control,0.136546233,30memhg38,False40
LP0025_07_L004,healthy_control,0.126598339,0memhg38noalt,FalseDI26830XA
LP0025_07_L004,healthy_control,0.126445864,0memhg38noalt,FalseDI1230XA
LP0025_07_L004,healthy_control,0.126598339,30memhg38noalt,FalseDI26830XA
LP0025_07_L004,healthy_control,0.135507459,0memhg38,True40
LP0025_07_L004,healthy_control,0.128657888,0memhg38noalt,TrueDI26830XA
LP0025_07_L004,healthy_control,0.136546233,30memhg38noalt,False40
LP0025_07_L004,healthy_control,0.126109802,0memhg38,TrueDI26830XA
LP0025_07_L004,healthy_control,0.127070437,0memhg38,FalseDI1230XA
LP0025_07_L004,healthy_control,0.126445864,30memhg38,FalseDI1230XA
LP0025_07_L004,healthy_control,0.126598339,30memhg38,FalseDI26830XA
LP0025_07_L004,healthy_control,0.134385158,0memhg38,False40
LP0025_07_L004,healthy_control,0.128657888,30memhg38,TrueDI26830XA
LP0025_08_L004,healthy_control,0.14522399,0memhg38,True40
LP0025_08_L004,healthy_control,0.145971184,30memhg38noalt,TrueDI26830XA
LP0025_08_L004,healthy_control,0.143676357,0memhg38,TrueDI1230XA
LP0025_08_L004,healthy_control,0.143119549,0memhg38,TrueDI26830XA
LP0025_08_L004,healthy_control,0.142592645,0memhg38,FalseDI1230XA
LP0025_08_L004,healthy_control,0.144938702,30memhg38,TrueDI1230XA
LP0025_08_L004,healthy_control,0.145971184,30memhg38,TrueDI26830XA
LP0025_08_L004,healthy_control,0.145971184,0memhg38noalt,TrueDI26830XA
LP0025_08_L004,healthy_control,0.146428111,0memhg38noalt,True40
LP0025_08_L004,healthy_control,0.144938702,0memhg38noalt,TrueDI1230XA
LP0025_08_L004,healthy_control,0.142871809,0memhg38,FalseDI26830XA
LP0025_08_L004,healthy_control,0.146428111,30memhg38,True40
LP0025_08_L004,healthy_control,0.144327958,30memhg38,FalseDI1230XA
LP0025_08_L004,healthy_control,0.141514578,0memhg38noalt,FalseDI26830XA
LP0025_08_L004,healthy_control,0.144327958,30memhg38noalt,FalseDI1230XA
LP0025_08_L004,healthy_control,0.144275795,30memhg38,False40
LP0025_08_L004,healthy_control,0.146428111,30memhg38noalt,True40
LP0025_08_L004,healthy_control,0.144327958,0memhg38noalt,FalseDI1230XA
LP0025_08_L004,healthy_control,0.144275795,0memhg38noalt,False40
LP0025_08_L004,healthy_control,0.144275795,30memhg38noalt,False40
LP0025_08_L004,healthy_control,0.144938702,30memhg38noalt,TrueDI1230XA
LP0025_08_L004,healthy_control,0.143031641,0memhg38,False40
LP0025_08_L004,healthy_control,0.141514578,30memhg38,FalseDI26830XA
LP0025_08_L004,healthy_control,0.141514578,30memhg38noalt,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.03329593,30memhg38noalt,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.037320316,0memhg38noalt,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.045423568,30memhg38noalt,False40
LP0025_10_L003,lung_cancer,0.046506805,0memhg38,False40
LP0025_10_L003,lung_cancer,0.031740231,30memhg38,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.03329593,0memhg38noalt,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.030994439,30memhg38noalt,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.036295803,0memhg38,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.045423568,30memhg38,False40
LP0025_10_L003,lung_cancer,0.037320316,30memhg38,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.037320316,30memhg38noalt,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.02923201,0memhg38,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.031740231,0memhg38noalt,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.047216731,30memhg38noalt,True40
LP0025_10_L003,lung_cancer,0.047216731,0memhg38noalt,True40
LP0025_10_L003,lung_cancer,0.048615341,0memhg38,True40
LP0025_10_L003,lung_cancer,0.045423568,0memhg38noalt,False40
LP0025_10_L003,lung_cancer,0.030994439,0memhg38noalt,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.047216731,30memhg38,True40
LP0025_10_L003,lung_cancer,0.031740231,30memhg38noalt,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.030994439,30memhg38,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.030839136,0memhg38,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.03329593,30memhg38,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.031851622,0memhg38,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.142401418,0memhg38,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.153622942,0memhg38,True40
LP0025_11_L003,lung_cancer,0.143761257,0memhg38noalt,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.143761257,30memhg38noalt,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.151807974,0memhg38,False40
LP0025_11_L003,lung_cancer,0.1450798,30memhg38noalt,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.151626216,0memhg38noalt,True40
LP0025_11_L003,lung_cancer,0.143229707,0memhg38,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.143021188,30memhg38noalt,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.145115706,0memhg38noalt,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.145115706,30memhg38,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.143021188,30memhg38,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.1450798,0memhg38noalt,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.1450798,30memhg38,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.151626216,30memhg38noalt,True40
LP0025_11_L003,lung_cancer,0.143021188,0memhg38noalt,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.143828152,0memhg38,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.151626216,30memhg38,True40
LP0025_11_L003,lung_cancer,0.152628169,30memhg38noalt,False40
LP0025_11_L003,lung_cancer,0.145115706,30memhg38noalt,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.152628169,30memhg38,False40
LP0025_11_L003,lung_cancer,0.143794075,0memhg38,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.143761257,30memhg38,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.152628169,0memhg38noalt,False40
LP0025_12_L003,lung_cancer,0.160230653,0memhg38noalt,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.162654015,0memhg38,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.169714323,0memhg38noalt,False40
LP0025_12_L003,lung_cancer,0.160953397,0memhg38noalt,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.17247866,0memhg38,True40
LP0025_12_L003,lung_cancer,0.161043446,30memhg38,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.160136413,30memhg38,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.160230653,30memhg38,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.163832609,0memhg38,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.160136413,0memhg38noalt,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.162253793,0memhg38,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.16857163,0memhg38noalt,True40
LP0025_12_L003,lung_cancer,0.160953397,30memhg38,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.160136413,30memhg38noalt,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.160230653,30memhg38noalt,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.16857163,30memhg38,True40
LP0025_12_L003,lung_cancer,0.161346876,0memhg38,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.169714323,30memhg38,False40
LP0025_12_L003,lung_cancer,0.16857163,30memhg38noalt,True40
LP0025_12_L003,lung_cancer,0.171016329,0memhg38,False40
LP0025_12_L003,lung_cancer,0.169714323,30memhg38noalt,False40
LP0025_12_L003,lung_cancer,0.161043446,0memhg38noalt,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.161043446,30memhg38noalt,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.160953397,30memhg38noalt,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.132430766,30memhg38,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.134134024,0memhg38,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.133594027,30memhg38,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.133037075,30memhg38,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.132430766,30memhg38noalt,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.143609805,0memhg38,True40
LP0025_15_L003,lung_cancer,0.140378098,30memhg38,False40
LP0025_15_L003,lung_cancer,0.133594027,30memhg38noalt,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.133594027,0memhg38noalt,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.140901194,30memhg38noalt,True40
LP0025_15_L003,lung_cancer,0.133037075,30memhg38noalt,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.135171689,0memhg38,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.133037075,0memhg38noalt,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.140378098,30memhg38noalt,False40
LP0025_15_L003,lung_cancer,0.134491422,0memhg38,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.133541985,0memhg38,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.13259062,30memhg38noalt,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.140378098,0memhg38noalt,False40
LP0025_15_L003,lung_cancer,0.140901194,30memhg38,True40
LP0025_15_L003,lung_cancer,0.13259062,0memhg38noalt,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.132430766,0memhg38noalt,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.13259062,30memhg38,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.140901194,0memhg38noalt,True40
LP0025_15_L003,lung_cancer,0.141279604,0memhg38,False40
LP0025_17_L003,lung_cancer,0.197680085,0memhg38,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.199156301,30memhg38,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.197685394,30memhg38noalt,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.203489215,0memhg38noalt,False40
LP0025_17_L003,lung_cancer,0.196675386,30memhg38noalt,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.196675386,0memhg38noalt,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.20359533,0memhg38,False40
LP0025_17_L003,lung_cancer,0.199156301,0memhg38noalt,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.204325172,0memhg38,True40
LP0025_17_L003,lung_cancer,0.195854366,0memhg38,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.197925629,0memhg38,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.197564388,0memhg38noalt,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.199156301,30memhg38noalt,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.197564388,30memhg38,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.196675386,30memhg38,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.203489215,30memhg38noalt,False40
LP0025_17_L003,lung_cancer,0.203489215,30memhg38,False40
LP0025_17_L003,lung_cancer,0.204593362,0memhg38noalt,True40
LP0025_17_L003,lung_cancer,0.197564388,30memhg38noalt,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.197340965,0memhg38,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.204593362,30memhg38noalt,True40
LP0025_17_L003,lung_cancer,0.197685394,0memhg38noalt,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.204593362,30memhg38,True40
LP0025_17_L003,lung_cancer,0.197685394,30memhg38,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.163366759,0memhg38,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.167112774,0memhg38noalt,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.171316883,0memhg38,False40
LP0025_21_L004,lung_cancer,0.167269356,30memhg38,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.167112774,30memhg38noalt,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.173145883,0memhg38noalt,False40
LP0025_21_L004,lung_cancer,0.174557119,30memhg38noalt,True40
LP0025_21_L004,lung_cancer,0.167238929,30memhg38,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.167112774,30memhg38,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.172252144,0memhg38,True40
LP0025_21_L004,lung_cancer,0.167977581,30memhg38,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.166418184,0memhg38,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.164551446,0memhg38,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.174557119,30memhg38,True40
LP0025_21_L004,lung_cancer,0.167238929,30memhg38noalt,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.163171503,0memhg38,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.167269356,0memhg38noalt,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.167269356,30memhg38noalt,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.167238929,0memhg38noalt,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.167977581,0memhg38noalt,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.173145883,30memhg38,False40
LP0025_21_L004,lung_cancer,0.173145883,30memhg38noalt,False40
LP0025_21_L004,lung_cancer,0.174557119,0memhg38noalt,True40
LP0025_21_L004,lung_cancer,0.167977581,30memhg38noalt,FalseDI1230XA
LP0025_24_L003,lung_cancer,0.119353055,30memhg38,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.130050722,30memhg38noalt,True40
LP0025_24_L003,lung_cancer,0.123197594,0memhg38,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.12019353,0memhg38noalt,FalseDI26830XA
LP0025_24_L003,lung_cancer,0.119353055,30memhg38noalt,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.121552049,0memhg38,FalseDI26830XA
