sampleID,phenotype,ref_genome,settings,value,feature
LP0026_05_L003,lung_cancer,0memhg38,False40,0.03565,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.03031,ichorCNA
LP0026_05_L003,lung_cancer,0memhg38noalt,False40,0.02887,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38,TrueDI1230XA,0.03697,ichorCNA
LP0026_05_L003,lung_cancer,0memhg38,FalseDI26830XA,0.03627,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38,FalseDI26830XA,0.036,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.0304,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38,TrueDI26830XA,0.0361,ichorCNA
LP0026_05_L003,lung_cancer,0memhg38,FalseDI1230XA,0.03626,ichorCNA
LP0026_05_L003,lung_cancer,30memhg38noalt,False40,0.02901,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,False40,0.03645,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,TrueDI26830XA,0.03517,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,TrueDI1230XA,0.04497,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.03708,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.0363,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,True40,0.0439,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.03571,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,True40,0.03687,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,FalseDI26830XA,0.03465,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.03739,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,True40,0.04388,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,True40,0.0371,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.03565,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.03599,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,FalseDI1230XA,0.04424,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.03609,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.03655,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,FalseDI26830XA,0.03393,ichorCNA
LP0026_07_L003,lung_cancer,0memhg38,False40,0.04421,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38noalt,False40,0.03703,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,False40,0.04428,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,FalseDI1230XA,0.03373,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,TrueDI26830XA,0.03477,ichorCNA
LP0026_07_L003,lung_cancer,30memhg38,TrueDI1230XA,0.0355,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,FalseDI26830XA,0.2731,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.2472,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,True40,0.2467,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.2487,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.2466,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,False40,0.2466,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,True40,0.2478,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,False40,0.247,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,FalseDI1230XA,0.2733,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,True40,0.2462,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.2465,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.2469,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,False40,0.2714,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,TrueDI26830XA,0.2483,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,FalseDI1230XA,0.2723,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.2465,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.2462,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38,TrueDI1230XA,0.2442,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,TrueDI26830XA,0.2474,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,FalseDI26830XA,0.2723,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,True40,0.249,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,False40,0.2714,ichorCNA
LP0026_08_L003,lung_cancer,30memhg38,TrueDI1230XA,0.2489,ichorCNA
LP0026_08_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.2466,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,FalseDI26830XA,0.2256,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,FalseDI1230XA,0.2261,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,True40,0.2255,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,TrueDI1230XA,0.2271,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,TrueDI26830XA,0.2264,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,False40,0.2248,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.2261,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.2264,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.2259,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,True40,0.2255,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.2266,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,FalseDI26830XA,0.2251,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.2254,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,True40,0.2249,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.2258,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,TrueDI26830XA,0.2253,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,False40,0.224,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.2252,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,FalseDI1230XA,0.2256,ichorCNA
LP0026_22_L003,lung_cancer,0memhg38,False40,0.2247,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,False40,0.2241,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.2255,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,True40,0.2244,ichorCNA
LP0026_22_L003,lung_cancer,30memhg38,TrueDI1230XA,0.2257,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,FalseDI1230XA,0.4359,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,True40,0.4361,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,FalseDI26830XA,0.4358,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,False40,0.4355,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,TrueDI26830XA,0.436,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,TrueDI1230XA,0.4365,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,False40,0.4357,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,True40,0.4361,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,TrueDI1230XA,0.4359,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,FalseDI1230XA,0.4358,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,0.4362,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,TrueDI1230XA,0.4364,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,TrueDI1230XA,0.436,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,True40,0.4363,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,False40,0.4359,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,FalseDI1230XA,0.436,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38,True40,0.4359,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,0.4362,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,TrueDI26830XA,0.4357,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38,FalseDI26830XA,0.4357,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,FalseDI1230XA,0.4363,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,0.4361,ichorCNA
LP0026_26_L004,lung_cancer,30memhg38noalt,False40,0.4356,ichorCNA
LP0026_26_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,0.4364,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,0.1576,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,FalseDI1230XA,0.1577,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,0.1582,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,False40,0.1578,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,TrueDI1230XA,0.1588,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,0.1575,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,TrueDI26830XA,0.1579,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38noalt,True40,0.1592,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,FalseDI1230XA,0.1575,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,FalseDI26830XA,0.1574,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,TrueDI1230XA,0.1585,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,False40,0.1581,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,TrueDI1230XA,0.1581,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,TrueDI26830XA,0.1583,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,TrueDI1230XA,0.1586,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,False40,0.1585,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38,True40,0.1586,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,0.1574,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,FalseDI1230XA,0.1576,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,True40,0.1582,ichorCNA
LP0026_38_L004,lung_cancer,0memhg38,FalseDI26830XA,0.1573,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,FalseDI1230XA,0.1577,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,True40,0.1587,ichorCNA
LP0026_38_L004,lung_cancer,30memhg38noalt,False40,0.1579,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,True40,0.127,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,FalseDI1230XA,0.1301,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,False40,0.1298,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,TrueDI1230XA,0.1295,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,TrueDI1230XA,0.1287,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,0.1299,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,FalseDI1230XA,0.1305,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,0.1296,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,FalseDI1230XA,0.1303,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,True40,0.1286,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,False40,0.1294,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,False40,0.1299,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,0.1303,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,0.1289,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,True40,0.127,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,TrueDI26830XA,0.1283,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,TrueDI1230XA,0.1292,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,FalseDI26830XA,0.1303,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,FalseDI26830XA,0.1295,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,False40,0.1287,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38noalt,True40,0.1283,ichorCNA
LP0026_42_L004,lung_cancer,30memhg38,TrueDI26830XA,0.13,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,FalseDI1230XA,0.1296,ichorCNA
LP0026_42_L004,lung_cancer,0memhg38,TrueDI1230XA,0.1285,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,FalseDI1230XA,0.1521,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,False40,0.1527,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,False40,0.1537,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,True40,0.1499,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,False40,0.1513,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,True40,0.1529,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,TrueDI1230XA,0.1516,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,TrueDI26830XA,0.1515,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,FalseDI1230XA,0.1525,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.152,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.1503,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,TrueDI1230XA,0.1516,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,True40,0.1527,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38,FalseDI26830XA,0.1521,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.1494,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.1499,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.1509,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,TrueDI26830XA,0.1532,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,FalseDI26830XA,0.1524,ichorCNA
LP0027_26_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.1474,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38,True40,0.1518,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.1569,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,False40,0.1519,ichorCNA
LP0027_26_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.1511,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,TrueDI26830XA,0.1694,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,False40,0.1702,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,True40,0.1701,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,TrueDI1230XA,0.1702,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.1698,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,True40,0.1698,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,False40,0.1703,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.17,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.1695,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.1696,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.1698,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,FalseDI26830XA,0.1707,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,False40,0.1693,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,False40,0.1692,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,FalseDI26830XA,0.1704,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38,FalseDI1230XA,0.1709,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,True40,0.1693,ichorCNA
LP0027_35_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.1693,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,TrueDI26830XA,0.1693,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,TrueDI1230XA,0.1701,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.1698,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38,FalseDI1230XA,0.1704,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.169,ichorCNA
LP0027_35_L003,lung_cancer,30memhg38noalt,True40,0.1696,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,TrueDI1230XA,0.1357,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,FalseDI1230XA,0.137,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,True40,0.1361,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,0.1368,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,TrueDI26830XA,0.1362,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,0.136,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,True40,0.1366,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,False40,0.1365,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,TrueDI1230XA,0.1363,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,False40,0.1379,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,FalseDI26830XA,0.1364,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,FalseDI1230XA,0.1366,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,0.1354,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,True40,0.1379,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38noalt,TrueDI1230XA,0.1355,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,False40,0.1371,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,TrueDI1230XA,0.136,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,0.1366,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,FalseDI1230XA,0.1359,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,FalseDI26830XA,0.1359,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,FalseDI1230XA,0.1364,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38noalt,True40,0.1375,ichorCNA
LP0027_39_L003,lung_cancer,30memhg38,TrueDI26830XA,0.1362,ichorCNA
LP0027_39_L003,lung_cancer,0memhg38,False40,0.1366,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,TrueDI1230XA,0.09965,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,True40,0.0985,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,TrueDI26830XA,0.1022,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,0.09894,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,FalseDI26830XA,0.09953,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,False40,0.1003,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38noalt,FalseDI1230XA,0.09896,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,True40,0.09921,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,FalseDI1230XA,0.09957,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,TrueDI1230XA,0.09725,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,0.09809,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,FalseDI26830XA,0.1016,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,False40,0.09891,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,TrueDI26830XA,0.1001,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,False40,0.09625,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,FalseDI1230XA,0.1016,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,True40,0.1009,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,TrueDI1230XA,0.1017,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,TrueDI26830XA,0.1023,ichorCNA
LP0028_01_L004,lung_cancer,0memhg38,False40,0.1009,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,FalseDI1230XA,0.09698,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38,TrueDI1230XA,0.1001,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,True40,0.09947,ichorCNA
LP0028_01_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,0.09688,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,TrueDI1230XA,0.008067,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,TrueDI26830XA,0.008146,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,False40,0.006708,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,True40,0.007167,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,FalseDI1230XA,0.007439,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,FalseDI1230XA,0.007074,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,TrueDI26830XA,0.008392,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,TrueDI1230XA,0.008484,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,TrueDI1230XA,0.008104,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,False40,0.00664,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,TrueDI26830XA,0.007705,ichorCNA
LP0029_02_L004,healthy_control,0memhg38noalt,FalseDI26830XA,0.006978,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,False40,0.006574,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,FalseDI1230XA,0.007017,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,FalseDI26830XA,0.007472,ichorCNA
LP0029_02_L004,healthy_control,0memhg38,True40,0.007296,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,True40,0.007962,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,TrueDI26830XA,0.008734,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,FalseDI26830XA,0.006994,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,True40,0.006998,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,False40,0.006343,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,FalseDI1230XA,0.006635,ichorCNA
LP0029_02_L004,healthy_control,30memhg38,TrueDI1230XA,0.008193,ichorCNA
LP0029_02_L004,healthy_control,30memhg38noalt,FalseDI26830XA,0.006509,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,TrueDI26830XA,0.0141,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,TrueDI1230XA,0.01369,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,FalseDI1230XA,0.007284,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,FalseDI1230XA,0.006838,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,FalseDI1230XA,0.01319,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,FalseDI26830XA,0.01329,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,True40,0.01375,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,FalseDI26830XA,0.01533,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,FalseDI26830XA,0.007981,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,TrueDI26830XA,0.01434,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,False40,0.008437,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,True40,0.008591,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,TrueDI26830XA,0.008746,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,FalseDI26830XA,0.008333,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,TrueDI1230XA,0.01383,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,FalseDI1230XA,0.01364,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,False40,0.008473,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,False40,0.01386,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,TrueDI26830XA,0.00863,ichorCNA
LP0029_04_L003,healthy_control,0memhg38noalt,False40,0.01387,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,True40,0.008,ichorCNA
LP0029_04_L003,healthy_control,30memhg38noalt,True40,0.01282,ichorCNA
LP0029_04_L003,healthy_control,0memhg38,TrueDI1230XA,0.007036,ichorCNA
LP0029_04_L003,healthy_control,30memhg38,TrueDI1230XA,0.006504,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,FalseDI26830XA,0.003372,ichorCNA
LP0029_05_L004,healthy_control,0memhg38,True40,0.002881,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,FalseDI1230XA,0.003239,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,TrueDI26830XA,0.003093,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,True40,0.002617,ichorCNA
LP0029_05_L004,healthy_control,0memhg38,FalseDI26830XA,0.003686,ichorCNA
LP0029_05_L004,healthy_control,30memhg38noalt,FalseDI1230XA,0.003692,ichorCNA
LP0029_05_L004,healthy_control,30memhg38,False40,0.004376,ichorCNA
LP0029_05_L004,healthy_control,30memhg38,FalseDI1230XA,0.003286,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,TrueDI1230XA,0.003667,ichorCNA
LP0029_05_L004,healthy_control,0memhg38noalt,False40,0.002678,ichorCNA
LP0029_05_L004,healthy_control,30memhg38noalt,FalseDI26830XA,0.003938,ichorCNA
LP0029_05_L004,healthy_control,0memhg38,False40,0.003776,ichorCNA
LP0029_05_L004,healthy_control,30memhg38,FalseDI26830XA,0.003475,ichorCNA
LP0029_05_L004,healthy_control,30memhg38noalt,False40,0.003198,ichorCNA
LP0029_05_L004,healthy_control,30memhg38,True40,0.002639,ichorCNA
LP0029_05_L004,healthy_control,30memhg38,TrueDI1230XA,0.003808,ichorCNA
LP0029_05_L004,healthy_control,0memhg38,FalseDI1230XA,0.003835,ichorCNA
LP0029_05_L004,healthy_control,0memhg38,TrueDI26830XA,0.00309,ichorCNA
LP0029_05_L004,healthy_control,30memhg38noalt,TrueDI26830XA,0.003468,ichorCNA
