sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/False40/summary_across_samples_and_ROIS.csv,-7.115538874,150,-8.024916968,757,180.7619417,6078.999982,-733.1032721,0.011291024,-0.006519208,164.2347239,SAEC_hg19.no_chr,healthy_control,-0.31,(27.1386624680608; 346.8432267613184),N/A,1.44,(-0.0812155684521266; 0.030571088790355472),N/A,0memhg19,False40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,14.03510068,149,30.14217926,758,115.868993,6078.05736,-677.5035675,-0.061047829,-0.004172071,162.4042916,SAEC_hg19.no_chr,healthy_control,-0.03,(18.538755353361353; 310.2362134589847),N/A,-1.01,(-0.09150462694071562; 0.021654309042258894),N/A,30memhg19,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.886575357,150,14.87736288,757,280.2106605,6078.993906,-583.1176351,-0.018552463,-0.009436479,291.5793954,SAEC_hg19.no_chr,healthy_control,1.91,(18.538755353361353; 310.2362134589847),N/A,0.63,(-0.09150462694071562; 0.021654309042258894),N/A,30memhg19,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,2.704532364,150,32.7675721,757,96.71936019,6078.999996,-734.0311536,-0.030809003,-0.004668563,132.8116315,SAEC_hg19.no_chr,healthy_control,-0.47,(18.538755353361353; 310.2362134589847),N/A,0.16,(-0.09150462694071562; 0.021654309042258894),N/A,30memhg19,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,0.779679702,150,4.668437213,758,43.37047913,6078.083156,-721.6304756,-0.007377363,-0.001293416,48.93614691,SAEC_hg19.no_chr,healthy_control,-1.74,(18.538755353361353; 310.2362134589847),N/A,1.07,(-0.09150462694071562; 0.021654309042258894),N/A,30memhg19,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-8.218338757,149.9999995,-3.801075458,757,180.7618866,6078.999988,-729.3530537,0.011998069,-0.006524341,167.2220616,SAEC_hg19.no_chr,healthy_control,-0.26,(31.692092012904084; 339.59989505494656),N/A,1.36,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,8.632859363,149,29.92834438,758,124.0147648,6078,-705.2905141,-0.047005709,-0.00474606,164.0734401,SAEC_hg19.no_chr,healthy_control,-0.31,(31.692092012904084; 339.59989505494656),N/A,-0.88,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,4.826007961,149.9999952,-2.687472012,757.9982656,62.91228939,6078.999676,-602.8025758,-0.015549582,-0.005850437,65.71272356,SAEC_hg19.no_chr,healthy_control,-1.71,(31.692092012904084; 339.59989505494656),N/A,0.31,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-4.280866494,150,-4.991227054,757.0123763,162.5747034,6078.000006,-736.1116645,0.003344881,-0.005496145,152.4080651,SAEC_hg19.no_chr,healthy_control,-0.47,(31.692092012904084; 339.59989505494656),N/A,1.03,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,4.791238769,150,43.49165766,757,-173.3223482,6078.052273,-584.3076651,-0.024286867,-5.47E-04,-123.6973865,SAEC_hg19.no_chr,lung_cancer,-4.41,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,-0.02,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-13.12324336,150,95.19812604,757.9999998,76.20704861,6078.141887,-612.2510172,-0.020202754,-0.005519809,157.0199498,SAEC_hg19.no_chr,lung_cancer,-0.41,(31.692092012904084; 339.59989505494656),n.s.,0.14,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,5.579134477,150,-5.621640516,758,167.9133026,6078,-711.004831,-0.022900973,-0.006394182,168.5087216,SAEC_hg19.no_chr,healthy_control,-0.24,(31.692092012904084; 339.59989505494656),N/A,0.03,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,11.63824524,150,17.81391494,757,187.7229678,6078.021598,-682.5002097,-0.052662814,-0.006146061,218.9565095,SAEC_hg19.no_chr,healthy_control,0.47,(31.692092012904084; 339.59989505494656),N/A,-1.09,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-44.43325878,150,-81.45690141,757,18.18954736,6078.999138,-681.75704,0.159909806,-8.26E-04,-115.4310504,SAEC_hg19.no_chr,lung_cancer,-4.29,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,6.96,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-9.905632061,150,-1.554241802,757,61.28702261,6078.03033,-670.1449239,0.023141581,-0.002640058,48.19455028,SAEC_hg19.no_chr,lung_cancer,-1.96,(31.692092012904084; 339.59989505494656),n.s.,1.78,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-2.230711747,149.9984929,13.952942,758,115.9248971,6078.009786,-687.2218228,-0.009019628,-0.004712972,127.2992924,SAEC_hg19.no_chr,lung_cancer,-0.83,(31.692092012904084; 339.59989505494656),n.s.,0.56,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-15.28524681,150,2.853175045,758,-53.51605441,6078.000002,-702.4902972,0.042663863,-3.30E-04,-68.25670717,SAEC_hg19.no_chr,lung_cancer,-3.62,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,2.52,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-13.00972134,149,11.05306779,757.9999999,47.67957818,6078.099143,-699.1671238,0.025886246,-0.003291848,43.72626549,SAEC_hg19.no_chr,lung_cancer,-2.02,(31.692092012904084; 339.59989505494656),n.s.,1.88,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-4.49754679,150,-44.15237214,757,-117.2693666,6078.973793,-711.9638556,0.042926225,0.004775824,-166.9028815,SAEC_hg19.no_chr,lung_cancer,-5.02,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,2.53,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-0.010350077,149.8348397,5.019910618,758,31.13400979,6078.021823,-642.4679626,-0.004658006,-0.002396627,36.15405797,SAEC_hg19.no_chr,lung_cancer,-2.13,(31.692092012904084; 339.59989505494656),n.s.,0.72,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-3.177912034,150,23.61938694,758,157.314014,6078.015438,-742.920612,-0.014304684,-0.006171201,177.30299,SAEC_hg19.no_chr,lung_cancer,-0.12,(31.692092012904084; 339.59989505494656),n.s.,0.36,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,0.300778537,149,-5.367993763,757.0136181,105.0876881,6078.999999,-744.8406517,-0.004872935,-0.00311335,99.90283321,SAEC_hg19.no_chr,lung_cancer,-1.22,(31.692092012904084; 339.59989505494656),n.s.,0.72,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-25.82987443,149,-83.02045809,757.0000002,-150.6588232,6078.981935,-671.1293094,0.122797942,0.002271826,-264.1735972,SAEC_hg19.no_chr,lung_cancer,-6.41,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,5.55,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-19.03942897,150,2.140597034,757.9999998,-73.09068729,6078.99132,-677.2157823,0.05430762,0.00156092,-92.87092108,SAEC_hg19.no_chr,lung_cancer,-3.97,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,2.96,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-14.43506727,149.9999977,-15.42533452,757,44.48742629,6078.000003,-779.6363972,0.04360092,0.001362491,12.17538969,SAEC_hg19.no_chr,lung_cancer,-2.47,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,2.55,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-5.238484839,149,-98.50232153,757,141.6741502,6078.033051,-621.2041502,0.056637983,-0.004241436,36.04389925,SAEC_hg19.no_chr,lung_cancer,-2.13,(31.692092012904084; 339.59989505494656),n.s.,3.05,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-26.16850935,149.5586829,15.96495346,757.9999999,113.2582724,6078.049821,-631.8969859,0.053967155,-0.003262015,98.97214811,SAEC_hg19.no_chr,lung_cancer,-1.23,(31.692092012904084; 339.59989505494656),n.s.,2.95,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,7.234145908,149,-54.2283432,758,-49.78893038,6078.938001,-614.0261712,0.012439194,-7.13E-04,-96.08995481,SAEC_hg19.no_chr,lung_cancer,-4.01,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,1.37,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-13.44452651,149.0000342,-37.87309027,757.9998297,-326.4076707,6078.029987,-619.8942217,0.077354546,0.008604971,-379.830956,SAEC_hg19.no_chr,lung_cancer,-8.06,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,3.83,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-7.125853347,149,-55.44502085,757.000062,-135.7810652,6078.001473,-580.4534666,0.057211262,0.004449079,-199.8363634,SAEC_hg19.no_chr,lung_cancer,-5.49,(31.692092012904084; 339.59989505494656),Significantly stronger coverage drop,3.07,(-0.08165649426673266; 0.03411642724955199),Significantly stronger coverage drop,30memhg19,True40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,12.09308245,150,16.30796494,757,105.6117648,6078.968092,-664.818819,-0.047688262,-0.006312442,135.9412381,SAEC_hg19.no_chr,lung_cancer,-0.71,(31.692092012904084; 339.59989505494656),n.s.,-0.91,(-0.08165649426673266; 0.03411642724955199),n.s.,30memhg19,True40
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,1.678438324,150,56.10964876,757.0000001,198.9374712,6078.000037,-666.1565682,-0.047091709,-0.009595054,257.2890023,SAEC_hg19.no_chr,healthy_control,1.02,(31.692092012904084; 339.59989505494656),N/A,-0.88,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,22.30829504,150,-39.44189353,757,285.1184181,6078.032367,-561.9943247,-0.05725968,-0.009210141,270.8011525,SAEC_hg19.no_chr,healthy_control,1.21,(31.692092012904084; 339.59989505494656),N/A,-1.27,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,5.756720044,149,43.71197908,758,193.643233,6078.027304,-674.2425161,-0.051129553,-0.006616781,244.2076575,SAEC_hg19.no_chr,healthy_control,0.83,(31.692092012904084; 339.59989505494656),N/A,-1.04,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-13.5957779,150,17.11058484,757,287.280938,6078.969379,-590.3803379,0.008288906,-0.009768184,288.5096629,SAEC_hg19.no_chr,healthy_control,1.47,(31.692092012904084; 339.59989505494656),N/A,1.21,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-1.577239527,149,31.79493665,757,92.98466993,6078.999956,-741.6721297,-0.018635307,-0.003610283,123.1460796,SAEC_hg19.no_chr,healthy_control,-0.89,(31.692092012904084; 339.59989505494656),N/A,0.19,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/True40/summary_across_samples_and_ROIS.csv,-5.230981115,149,6.999100305,758,106.0231732,6078.038804,-712.5190386,0.00336307,-0.003555538,106.9168462,SAEC_hg19.no_chr,healthy_control,-1.12,(31.692092012904084; 339.59989505494656),N/A,1.03,(-0.08165649426673266; 0.03411642724955199),N/A,30memhg19,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-5.177898223,150,-4.334362769,757,170.9585697,6078.940591,-722.223371,0.004835957,-0.00641697,160.4078444,SAEC_hg19.no_chr,healthy_control,-0.12,(24.439945924991235; 312.17930519237837),N/A,1.58,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,9.490437511,149,38.79424422,758,80.99132848,6078.053441,-695.9134899,-0.051144068,-0.005614828,131.0371078,SAEC_hg19.no_chr,healthy_control,-0.57,(24.439945924991235; 312.17930519237837),N/A,-0.69,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,7.992713775,150,15.74387027,757.0000153,50.36044431,6078.999665,-608.6844484,-0.032859602,-0.005953079,75.43881053,SAEC_hg19.no_chr,healthy_control,-1.42,(24.439945924991235; 312.17930519237837),N/A,0.05,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-1.501750532,150,-4.170454342,757,155.1835763,6078.999998,-735.1750371,-0.003992198,-0.005149267,149.0673518,SAEC_hg19.no_chr,healthy_control,-0.29,(24.439945924991235; 312.17930519237837),N/A,1.22,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,10.15585666,150,33.59777278,757,-134.1061827,6078.041998,-579.834516,-0.035914565,-0.001431701,-88.30486011,SAEC_hg19.no_chr,lung_cancer,-3.91,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,-0.07,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-6.744295633,150,84.87748429,757.9999999,94.40184411,6078.082779,-610.301523,-0.03293074,-0.006314361,172.1569692,SAEC_hg19.no_chr,lung_cancer,0.06,(24.439945924991235; 312.17930519237837),n.s.,0.05,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,8.265189806,150,-5.142984577,758,153.554407,6078.000173,-708.4164609,-0.029354292,-0.006157648,157.7552751,SAEC_hg19.no_chr,healthy_control,-0.16,(24.439945924991235; 312.17930519237837),N/A,0.19,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,16.10695144,149.9999998,14.01418047,757.0000007,194.2108149,6078.102237,-675.5340763,-0.06297105,-0.006270668,226.7708138,SAEC_hg19.no_chr,healthy_control,0.89,(24.439945924991235; 312.17930519237837),N/A,-1.17,(-0.08828482902400403; 0.020102095859962858),N/A,30memhg19,TrueDI1230XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-41.87858321,150,-79.27374755,757,-13.05297609,6078.020914,-676.3661506,0.154015289,-0.001770409,-141.4812757,SAEC_hg19.no_chr,lung_cancer,-4.72,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,7.61,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-4.803127503,150,-4.382482859,757,31.66066932,6078.027043,-664.87197,0.013005954,-0.002156111,21.64776539,SAEC_hg19.no_chr,lung_cancer,-2.24,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,1.91,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.537009629,150,18.19428385,758,83.36240479,6078.026953,-678.7814285,-0.005640374,-0.004791339,97.54201327,SAEC_hg19.no_chr,lung_cancer,-1.08,(24.439945924991235; 312.17930519237837),n.s.,1.15,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-14.74105881,150,11.419461,757.9999999,-65.71312444,6078.096614,-712.0281715,0.03750853,2.01E-05,-71.1658493,SAEC_hg19.no_chr,lung_cancer,-3.65,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,2.9,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-13.89994689,150,31.06480838,758,19.24452165,6078.113476,-695.9543939,0.019355689,-0.002869356,34.4977464,SAEC_hg19.no_chr,lung_cancer,-2.04,(24.439945924991235; 312.17930519237837),n.s.,2.16,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-4.661891768,150,-39.36281545,757,-179.0722176,6078.99997,-700.0951471,0.044895062,0.006040774,-223.994153,SAEC_hg19.no_chr,lung_cancer,-5.98,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,3.2,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,2.035752465,149.0003551,10.30157917,758,20.23010093,6078.000257,-638.3139449,-0.012200303,-0.001953178,32.96029875,SAEC_hg19.no_chr,lung_cancer,-2.06,(24.439945924991235; 312.17930519237837),n.s.,0.89,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-1.241982704,150,28.52657138,758,129.9983181,6078.073571,-730.8643191,-0.020243207,-0.00519073,157.2086357,SAEC_hg19.no_chr,lung_cancer,-0.17,(24.439945924991235; 312.17930519237837),n.s.,0.56,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,3.192306127,149,-4.343154644,757.0070815,52.98652549,6078.999999,-741.4535888,-0.009735758,-0.0023017,52.23947302,SAEC_hg19.no_chr,lung_cancer,-1.77,(24.439945924991235; 312.17930519237837),n.s.,0.99,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-24.47061033,149,-82.35143504,757.0000002,-165.9059084,6078.975833,-674.0433549,0.119806605,0.002603685,-277.1556944,SAEC_hg19.no_chr,lung_cancer,-6.79,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,6.23,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-13.74413649,150,0.192722524,757.0000001,-125.3570701,6078.930681,-667.0064698,0.044679366,0.002759806,-140.9212896,SAEC_hg19.no_chr,lung_cancer,-4.71,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,3.19,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-10.5730751,149.9864384,-17.77250477,757.0000068,14.35010473,6078.000176,-778.5156539,0.036547143,0.001921533,-15.83114508,SAEC_hg19.no_chr,lung_cancer,-2.81,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,2.86,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,1.229472431,149.1932864,-106.3487793,757.0492674,143.2911315,6078.031075,-620.6707752,0.043349852,-0.003394834,37.22539426,SAEC_hg19.no_chr,lung_cancer,-2,(24.439945924991235; 312.17930519237837),n.s.,3.13,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-17.56611331,149,6.455891449,758,78.54255627,6078.08871,-624.6009811,0.03847963,-0.002516587,64.64290419,SAEC_hg19.no_chr,lung_cancer,-1.58,(24.439945924991235; 312.17930519237837),n.s.,2.94,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,9.812430034,149.0000332,-63.07161201,757.9995386,-36.56924877,6078.999961,-613.9992505,0.009322655,-1.62E-04,-88.82566377,SAEC_hg19.no_chr,lung_cancer,-3.92,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,1.76,(-0.08828482902400403; 0.020102095859962858),n.s.,30memhg19,TrueDI1230XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg19/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-11.19778954,149,-37.40829857,758,-324.2403309,6078.010856,-614.4833572,0.070952176,0.007719452,-374.5968272,SAEC_hg19.no_chr,lung_cancer,-8.28,(24.439945924991235; 312.17930519237837),Significantly stronger coverage drop,4.25,(-0.08828482902400403; 0.020102095859962858),Significantly stronger coverage drop,30memhg19,TrueDI1230XA
