sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-12.82585755,149,-80.58863703,758,-169.2097495,6078.067417,-751.9094443,0.087861633,0.003991652,-265.1980714,hematopoietic_specific_liquorice_hg38,lung_cancer,2.37,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-1.42,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-16.0421419,149,-81.86015057,758,-109.2859889,6078.08293,-726.9498727,0.093209135,0.002736854,-210.3453229,hematopoietic_specific_liquorice_hg38,lung_cancer,2.97,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-1.28,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-10.27277826,150,-57.60764209,758,-275.519386,6078.004221,-742.3234324,0.075725346,0.00652513,-345.2369448,hematopoietic_specific_liquorice_hg38,lung_cancer,1.48,(-677.0049045169608;-280.73400851054373),n.s.,-1.74,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-17.66275346,150,-88.12596689,758,-344.8372251,6078.000012,-746.7325846,0.115991744,0.008630751,-453.8252982,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,(-677.0049045169608;-280.73400851054373),n.s.,-0.69,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.59880376,150,-71.75744311,757,-411.5103164,6078.02546,-700.9750446,0.127590457,0.009976297,-510.7741826,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.35,(-677.0049045169608;-280.73400851054373),n.s.,-0.39,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.34960161,149,-88.61786295,758,-250.5395114,6078.999833,-775.8806695,0.125600114,0.006129315,-366.720311,hematopoietic_specific_liquorice_hg38,lung_cancer,1.24,(-677.0049045169608;-280.73400851054373),n.s.,-0.44,(0.05810908254921153;0.22674770204183847),n.s.,0memhg38noalt,FalseDI1230XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-32.73151715,149,-117.4134988,758,-396.0147024,6078.024959,-733.9232374,0.175426438,0.010470709,-551.9549091,hematopoietic_specific_liquorice_hg38,healthy_control,-0.81,(-677.0049045169608;-280.73400851054373),N/A,0.86,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-28.07327395,149,-91.64098431,758,-295.619631,6078.038368,-704.024129,0.142800189,0.007458908,-420.2691238,hematopoietic_specific_liquorice_hg38,healthy_control,0.65,(-677.0049045169608;-280.73400851054373),N/A,0.01,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-32.33666398,149,-136.7463925,758,-218.3743211,6078.028324,-753.3570992,0.172884551,0.00635877,-393.5630586,hematopoietic_specific_liquorice_hg38,healthy_control,0.94,(-677.0049045169608;-280.73400851054373),N/A,0.79,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-27.87972327,149,-105.5298182,757.0000001,-411.4148798,6078.999993,-700.4612547,0.157261298,0.010771297,-549.7330884,hematopoietic_specific_liquorice_hg38,healthy_control,-0.78,(-677.0049045169608;-280.73400851054373),N/A,0.39,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.32926066,149.0000003,-107.2999728,758,-273.6926077,6078.010681,-847.4543273,0.136900591,0.007078193,-408.679137,hematopoietic_specific_liquorice_hg38,healthy_control,0.78,(-677.0049045169608;-280.73400851054373),N/A,-0.14,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-19.42088607,149,-174.2442645,758,-411.1992817,6078.060567,-800.0602278,0.170694747,0.011729871,-609.0726689,hematopoietic_specific_liquorice_hg38,healthy_control,-1.44,(-677.0049045169608;-280.73400851054373),N/A,0.74,(0.05810908254921153;0.22674770204183847),N/A,0memhg38noalt,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.69536444,149,-126.1509,758,-408.2631765,6078.002515,-855.0662499,0.167344939,0.010835012,-567.1795844,hematopoietic_specific_liquorice_hg38,healthy_control,-1.02,(-669.3603194170521;-288.5828089541338),N/A,0.64,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,16.26607408,150,-89.67345671,757.9999999,-485.4066559,6078.037763,-794.6950673,0.035794944,0.011623089,-556.5607966,hematopoietic_specific_liquorice_hg38,healthy_control,-0.89,(-669.3603194170521;-288.5828089541338),N/A,-2.75,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-26.68947432,149,-121.619659,757.9999999,-380.5269595,6078.012327,-710.8932461,0.160446306,0.01000729,-533.7366873,hematopoietic_specific_liquorice_hg38,healthy_control,-0.63,(-669.3603194170521;-288.5828089541338),N/A,0.47,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.59785834,149,-99.59559423,758,-297.7741675,6078.000093,-834.5520442,0.116403287,0.007370132,-417.16889,hematopoietic_specific_liquorice_hg38,healthy_control,0.71,(-669.3603194170521;-288.5828089541338),N/A,-0.67,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.282707966,149,-76.7489039,758,-393.6186926,6078.000011,-664.5992754,0.077696438,0.009587365,-475.599304,hematopoietic_specific_liquorice_hg38,lung_cancer,0.04,(-669.3603194170521;-288.5828089541338),n.s.,-1.67,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.27646184,149.0004796,-102.9555602,757.9867489,-186.9790296,6078.032485,-754.6608182,0.11003961,0.004901928,-309.5141048,hematopoietic_specific_liquorice_hg38,lung_cancer,1.95,(-669.3603194170521;-288.5828089541338),n.s.,-0.84,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.66405058,149,-99.28221778,758,-248.9517802,6078.003333,-826.1217335,0.126598339,0.00630295,-373.9467289,hematopoietic_specific_liquorice_hg38,healthy_control,1.21,(-669.3603194170521;-288.5828089541338),N/A,-0.41,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-28.10029102,149,-95.72789161,758,-242.159071,6078.019199,-785.7552646,0.141514578,0.005984428,-371.022941,hematopoietic_specific_liquorice_hg38,healthy_control,1.24,(-669.3603194170521;-288.5828089541338),N/A,-0.02,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-12.88217301,149.0006873,10.50810726,758,-42.34406367,6078.016049,-830.1944662,0.031740231,-9.61E-04,-46.60111142,hematopoietic_specific_liquorice_hg38,lung_cancer,4.98,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-2.86,(0.05742537813949114;0.22735744738612143),Significantly weaker coverage drop,0memhg38noalt,FalseDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-33.26109617,149,-78.79490399,757.9999994,-201.6773547,6078.99181,-783.5237649,0.143761257,0.004588637,-319.4687746,hematopoietic_specific_liquorice_hg38,lung_cancer,1.84,(-669.3603194170521;-288.5828089541338),n.s.,0.04,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-30.34137723,149.0000008,-121.3621013,757,-240.0633444,6078,-777.4799789,0.160953397,0.00717631,-397.3975537,hematopoietic_specific_liquorice_hg38,lung_cancer,0.94,(-669.3603194170521;-288.5828089541338),n.s.,0.48,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-26.57855559,149,-93.36154914,758,-202.568654,6078.996796,-819.2144722,0.133594027,0.005150117,-327.3262719,hematopoietic_specific_liquorice_hg38,lung_cancer,1.75,(-669.3603194170521;-288.5828089541338),n.s.,-0.23,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-31.09479626,149,-165.3955333,758,-401.7694167,6078,-814.1534541,0.196675386,0.011654522,-604.2329813,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.44,(-669.3603194170521;-288.5828089541338),n.s.,1.4,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-36.61918205,149,-101.5723332,758,-239.7105129,6078.000001,-790.7510595,0.167238929,0.006589058,-384.3340738,hematopoietic_specific_liquorice_hg38,lung_cancer,1.09,(-669.3603194170521;-288.5828089541338),n.s.,0.64,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-24.38588048,149,-68.29513207,758,-288.8136759,6078.018072,-780.8610387,0.12019353,0.006951639,-385.6424986,hematopoietic_specific_liquorice_hg38,lung_cancer,1.08,(-669.3603194170521;-288.5828089541338),n.s.,-0.57,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-14.04636212,149,-93.53287427,757,-48.89367673,6078.031008,-835.7865603,0.0901101,8.35E-04,-159.4929734,hematopoietic_specific_liquorice_hg38,lung_cancer,3.68,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.35,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-18.30433848,149,-173.9427885,758,-262.7998194,6078.054732,-825.8799573,0.157806163,0.008338653,-459.2393812,hematopoietic_specific_liquorice_hg38,lung_cancer,0.23,(-669.3603194170521;-288.5828089541338),n.s.,0.4,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-18.62491749,149,-78.21378319,758,-208.9002319,6078.000466,-766.2157318,0.104743797,0.00502792,-309.159522,hematopoietic_specific_liquorice_hg38,lung_cancer,1.96,(-669.3603194170521;-288.5828089541338),n.s.,-0.97,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.59719522,149,-147.6637231,758,-191.1544778,6078.015146,-766.6173681,0.118637176,0.006310723,-352.2322109,hematopoietic_specific_liquorice_hg38,lung_cancer,1.46,(-669.3603194170521;-288.5828089541338),n.s.,-0.61,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-0.984164582,149,-44.33237917,758,-130.7399255,6078.014045,-901.0695697,0.034548971,0.002489384,-176.4761889,hematopoietic_specific_liquorice_hg38,lung_cancer,3.48,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-2.78,(0.05742537813949114;0.22735744738612143),Significantly weaker coverage drop,0memhg38noalt,FalseDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-13.59101915,149,-77.45348073,758,-182.6816146,6078.034279,-751.5656873,0.089144575,0.004321899,-276.3766761,hematopoietic_specific_liquorice_hg38,lung_cancer,2.33,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.37,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.36348123,149,-82.4097778,758,-110.3092161,6078.118832,-725.1601682,0.094425902,0.002785521,-212.293988,hematopoietic_specific_liquorice_hg38,lung_cancer,3.07,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.24,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.12708884,150,-58.39446694,758,-259.4789708,6078.023,-742.1278881,0.074699083,0.005952221,-329.8396571,hematopoietic_specific_liquorice_hg38,lung_cancer,1.72,(-669.3603194170521;-288.5828089541338),n.s.,-1.75,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-17.72225718,150,-89.6008019,758,-350.0347211,6078.003342,-745.2228921,0.117267356,0.008895071,-460.5743327,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,(-669.3603194170521;-288.5828089541338),n.s.,-0.65,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-23.38645859,150,-72.23604138,757,-419.6405098,6078.012487,-699.8169792,0.127811623,0.010189347,-519.1329066,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.46,(-669.3603194170521;-288.5828089541338),n.s.,-0.38,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.8396728,149,-90.12922096,758,-246.9979312,6078.999999,-774.8926223,0.122120352,0.006077259,-362.9604785,hematopoietic_specific_liquorice_hg38,lung_cancer,1.34,(-669.3603194170521;-288.5828089541338),n.s.,-0.52,(0.05742537813949114;0.22735744738612143),n.s.,0memhg38noalt,FalseDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-33.27354255,149,-119.0395341,758,-389.0966518,6078.027568,-733.5347263,0.1772794,0.010116513,-547.3127164,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-669.3603194170521;-288.5828089541338),N/A,0.9,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-29.23475771,149,-90.29418137,758,-301.3823028,6078.030915,-704.0664194,0.145579453,0.007456862,-426.0104476,hematopoietic_specific_liquorice_hg38,healthy_control,0.61,(-669.3603194170521;-288.5828089541338),N/A,0.08,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-32.71738796,149,-131.1948172,758,-236.1216658,6078.03106,-754.7644236,0.172146953,0.0067802,-406.1288777,hematopoietic_specific_liquorice_hg38,healthy_control,0.84,(-669.3603194170521;-288.5828089541338),N/A,0.77,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.41434939,149,-107.082219,757.0000003,-400.7814304,6078.999989,-700.4214851,0.156135564,0.010594482,-540.139489,hematopoietic_specific_liquorice_hg38,healthy_control,-0.7,(-669.3603194170521;-288.5828089541338),N/A,0.35,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-23.04560174,149.0000158,-109.295851,758,-263.1813203,6078.02978,-848.0353725,0.136501563,0.006867398,-399.8653339,hematopoietic_specific_liquorice_hg38,healthy_control,0.91,(-669.3603194170521;-288.5828089541338),N/A,-0.15,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-20.42959206,149,-173.515181,758,-410.2802945,6078.027409,-800.8143074,0.172951627,0.011688742,-608.5862776,hematopoietic_specific_liquorice_hg38,healthy_control,-1.49,(-669.3603194170521;-288.5828089541338),N/A,0.79,(0.05742537813949114;0.22735744738612143),N/A,0memhg38noalt,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-31.01882787,149,-128.1519033,758,-384.4276567,6078,-856.7651433,0.175732059,0.010211167,-549.2357837,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-681.4881485018702;-269.37044730366483),N/A,0.74,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,14.35817756,150,-91.63296552,758,-488.4683993,6078.010044,-796.9394358,0.042101631,0.01154333,-563.8034123,hematopoietic_specific_liquorice_hg38,healthy_control,-0.94,(-681.4881485018702;-269.37044730366483),N/A,-2.77,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-28.55858502,149,-121.298496,757.9999999,-384.1422014,6078.000057,-711.9782723,0.165519098,0.00989875,-539.1869451,hematopoietic_specific_liquorice_hg38,healthy_control,-0.68,(-681.4881485018702;-269.37044730366483),N/A,0.47,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-18.94634086,149,-100.8528297,758,-297.1425571,6078.001762,-834.4556706,0.123311499,0.00724184,-420.5246347,hematopoietic_specific_liquorice_hg38,healthy_control,0.58,(-681.4881485018702;-269.37044730366483),N/A,-0.64,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-6.55867205,149,-75.56055355,758,-365.6016956,6078.000015,-662.0552392,0.081325858,0.008862137,-449.0476367,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,(-681.4881485018702;-269.37044730366483),n.s.,-1.74,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-20.04345649,149,-103.9181468,758,-194.0856937,6078.03898,-756.431985,0.121097862,0.004959999,-321.9438583,hematopoietic_specific_liquorice_hg38,lung_cancer,1.63,(-681.4881485018702;-269.37044730366483),n.s.,-0.7,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-24.72090872,149,-101.879111,758,-248.5660814,6078.004621,-825.1093932,0.136124418,0.006180386,-379.7198972,hematopoietic_specific_liquorice_hg38,healthy_control,1.02,(-681.4881485018702;-269.37044730366483),N/A,-0.3,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-29.55634931,149,-104.1660101,758,-189.9627592,6078.052334,-780.7463583,0.146428111,0.004650481,-329.0846694,hematopoietic_specific_liquorice_hg38,healthy_control,1.56,(-681.4881485018702;-269.37044730366483),N/A,-0.03,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-19.41671812,149.9999659,11.7834899,758,-27.08035838,6078.00002,-840.2296694,0.047216731,-0.001329018,-37.61584401,hematopoietic_specific_liquorice_hg38,lung_cancer,4.66,(-681.4881485018702;-269.37044730366483),Significantly weaker coverage drop,-2.64,(0.0641189442851832;0.23128416528139153),Significantly weaker coverage drop,0memhg38noalt,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-37.43953177,149,-72.07970244,758,-204.9021718,6078.999933,-784.238769,0.151626216,0.004480646,-320.7486466,hematopoietic_specific_liquorice_hg38,lung_cancer,1.65,(-681.4881485018702;-269.37044730366483),n.s.,0.1,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-32.91653037,149,-125.919436,757,-214.4926634,6078.000002,-780.688984,0.16857163,0.006625565,-379.4345115,hematopoietic_specific_liquorice_hg38,lung_cancer,1.02,(-681.4881485018702;-269.37044730366483),n.s.,0.55,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-28.46905317,149,-101.3318633,758,-172.8637047,6078.994711,-813.4413636,0.140901194,0.004522287,-307.8854564,hematopoietic_specific_liquorice_hg38,lung_cancer,1.78,(-681.4881485018702;-269.37044730366483),n.s.,-0.18,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-34.64891817,149,-165.8690236,758,-373.6872884,6078.999999,-807.8752708,0.204593362,0.010759406,-580.7717916,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.12,(-681.4881485018702;-269.37044730366483),n.s.,1.49,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-38.46658524,149,-107.3636484,758,-229.4087688,6078.005215,-797.6581396,0.174557119,0.00610497,-382.0262101,hematopoietic_specific_liquorice_hg38,lung_cancer,0.99,(-681.4881485018702;-269.37044730366483),n.s.,0.7,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
