sampleID,phenotype,ref_genome,settings,gc_bias,settings_verbose,trimming,genome,value
LP0025_07_L004,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,166.3233979
LP0025_07_L004,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,166.2201048
LP0025_07_L004,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,166.3891146
LP0025_07_L004,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,166.3438729
LP0025_07_L004,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,166.2059574
LP0025_07_L004,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,166.1417691
LP0025_07_L004,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,166.3087495
LP0025_07_L004,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,166.2357344
LP0025_07_L004,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,166.2736832
LP0025_07_L004,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,166.2354662
LP0025_07_L004,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,166.3676802
LP0025_08_L004,healthy_control,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,170.3324875
LP0025_08_L004,healthy_control,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,170.0860757
LP0025_08_L004,healthy_control,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,170.2376287
LP0025_08_L004,healthy_control,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,170.2270663
LP0025_08_L004,healthy_control,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,170.1488981
LP0025_08_L004,healthy_control,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,170.1916785
LP0025_08_L004,healthy_control,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,170.0513666
LP0025_08_L004,healthy_control,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,170.1510435
LP0025_08_L004,healthy_control,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,170.1937154
LP0025_08_L004,healthy_control,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,170.2104993
LP0025_08_L004,healthy_control,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,170.1705766
LP0025_08_L004,healthy_control,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,170.2418981
LP0025_08_L004,healthy_control,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,170.0697072
LP0025_08_L004,healthy_control,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,170.1604335
LP0025_08_L004,healthy_control,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,170.2521016
LP0025_08_L004,healthy_control,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,170.1708051
LP0025_08_L004,healthy_control,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,170.2154154
LP0025_08_L004,healthy_control,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,170.2230541
LP0025_08_L004,healthy_control,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,170.1846337
LP0025_08_L004,healthy_control,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,170.2651173
LP0025_08_L004,healthy_control,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,170.2901973
LP0025_08_L004,healthy_control,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,170.0670813
LP0025_08_L004,healthy_control,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,170.3120134
LP0025_08_L004,healthy_control,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,170.2161234
LP0025_08_L004,healthy_control,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,170.1719794
LP0025_08_L004,healthy_control,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,170.26284
LP0025_08_L004,healthy_control,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,170.2047943
LP0025_08_L004,healthy_control,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,170.2003038
LP0025_08_L004,healthy_control,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,170.2741215
LP0025_08_L004,healthy_control,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,170.1392936
LP0025_08_L004,healthy_control,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,170.2452432
LP0025_08_L004,healthy_control,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,170.2270691
LP0025_10_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,145.3844952
LP0025_10_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,145.2673503
LP0025_10_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,145.2813291
LP0025_10_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,145.4239874
LP0025_10_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,145.2305819
LP0025_10_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,145.3924289
LP0025_10_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,145.3791571
LP0025_10_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,145.2482321
LP0025_10_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,145.389185
LP0025_10_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,145.2485526
LP0025_10_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,145.4009017
LP0025_10_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,145.4311318
LP0025_10_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,145.2369876
LP0025_10_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,145.4002579
LP0025_10_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,145.4494547
LP0025_10_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,145.4540002
LP0025_10_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,145.2980021
LP0025_10_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,145.4058002
LP0025_10_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,145.2489724
LP0025_10_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,145.3777279
LP0025_10_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,145.2758857
LP0025_10_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,145.4068628
LP0025_10_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,145.4138439
LP0025_10_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,145.2959151
LP0025_10_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,145.2317427
LP0025_10_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,145.283442
LP0025_10_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,145.290534
LP0025_10_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,145.2531056
LP0025_10_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,145.2527202
LP0025_10_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,145.2340509
LP0025_10_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,145.3857749
LP0025_10_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,145.379147
LP0025_11_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,165.8912188
LP0025_11_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,166.0932576
LP0025_11_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,165.9635424
LP0025_11_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,165.9062564
LP0025_11_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,166.1230403
LP0025_11_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,165.9494998
LP0025_11_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,166.084306
LP0025_11_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,165.9376097
LP0025_11_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,166.0188475
LP0025_11_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,165.9941478
LP0025_11_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,166.036629
LP0025_11_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,165.9110756
LP0025_11_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,166.034972
LP0025_11_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,166.0549336
LP0025_11_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,166.0255243
LP0025_11_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,166.038505
LP0025_11_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,166.1412241
LP0025_11_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,165.9827876
LP0025_11_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,166.0156257
LP0025_11_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,165.9725872
LP0025_11_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,166.0066062
LP0025_11_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,166.0462745
LP0025_11_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,166.0165564
LP0025_11_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,166.0559761
LP0025_11_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,166.0070422
LP0025_11_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,165.9728329
LP0025_11_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,165.9277523
LP0025_11_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,165.9857168
LP0025_11_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,165.9854182
LP0025_11_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,166.0012172
LP0025_11_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,166.0757987
LP0025_11_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,166.1025554
LP0025_12_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,168.7023254
LP0025_12_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,168.671241
LP0025_12_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,168.4764654
LP0025_12_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,168.614928
LP0025_12_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,168.5123135
LP0025_12_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,168.6003271
LP0025_12_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,168.5491276
LP0025_12_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,168.4966614
LP0025_12_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,168.5794739
LP0025_12_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,168.6534621
LP0025_12_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,168.6280394
LP0025_12_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,168.5146248
LP0025_12_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,168.7207574
LP0025_12_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,168.6381519
LP0025_12_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,168.4632944
LP0025_12_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,168.6573592
LP0025_12_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,168.5374267
LP0025_12_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,168.5141085
LP0025_12_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,168.6217446
LP0025_12_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,168.604967
LP0025_12_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,168.5700031
LP0025_12_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,168.6184342
LP0025_12_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,168.5980625
LP0025_12_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,168.5649764
LP0025_12_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,168.5881154
LP0025_12_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,168.5470774
LP0025_12_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,168.5814997
LP0025_12_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,168.6036864
LP0025_12_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,168.5589713
LP0025_12_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,168.6522756
LP0025_12_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,168.5548037
LP0025_12_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,168.551482
LP0025_15_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,164.9843011
LP0025_15_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,164.9580375
LP0025_15_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,165.1747775
LP0025_15_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,165.146768
LP0025_15_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,165.0533111
LP0025_15_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,165.0781241
LP0025_15_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,165.1195118
LP0025_15_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,165.1496947
LP0025_15_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,165.1945556
LP0025_15_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,164.9689656
LP0025_15_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,165.067405
LP0025_15_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,164.9531981
LP0025_15_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,165.0695784
LP0025_15_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,165.0380356
LP0025_15_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,165.0884207
LP0025_15_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,165.0284131
LP0025_15_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,164.9929949
LP0025_15_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,165.0499995
LP0025_15_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,165.0132135
LP0025_15_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,165.0375381
LP0025_15_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,165.1320306
LP0025_15_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,165.0031826
LP0025_15_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,165.0568751
LP0025_15_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,165.1050895
LP0025_15_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,165.0480189
LP0025_15_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,165.0888254
LP0025_15_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,164.9931538
LP0025_15_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,165.0211042
LP0025_15_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,165.0635799
LP0025_15_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,164.9758296
LP0025_15_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,165.1642297
LP0025_15_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,165.0665038
LP0025_17_L003,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,167.4032782
LP0025_17_L003,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,167.3632463
LP0025_17_L003,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,167.4368092
LP0025_17_L003,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,167.3491774
LP0025_17_L003,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,167.2285698
LP0025_17_L003,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,167.3902207
LP0025_17_L003,lung_cancer,0memhg19,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19,167.292078
LP0025_17_L003,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,167.3188045
LP0025_17_L003,lung_cancer,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38,167.3974923
LP0025_17_L003,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,167.4385505
LP0025_17_L003,lung_cancer,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38,167.3812854
LP0025_17_L003,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,167.3595259
LP0025_17_L003,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,167.2591361
LP0025_17_L003,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,167.4550122
LP0025_17_L003,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,167.3851615
LP0025_17_L003,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,167.4137768
LP0025_17_L003,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,167.4841543
LP0025_17_L003,lung_cancer,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38,167.3403913
LP0025_17_L003,lung_cancer,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt,167.3688847
LP0025_17_L003,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,167.4122946
LP0025_17_L003,lung_cancer,30memhg19,False40,GC bias not corrected,Lenient,Trimmed,hg19,167.2748076
LP0025_17_L003,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,167.3337148
LP0025_17_L003,lung_cancer,0memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38noalt,167.3248076
LP0025_17_L003,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,167.3501768
LP0025_17_L003,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,167.2996183
LP0025_17_L003,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,167.2450893
LP0025_17_L003,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,167.3684468
LP0025_17_L003,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,167.5012474
LP0025_17_L003,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,167.3709483
LP0025_17_L003,lung_cancer,0memhg38noalt,True40,GC bias corrected,Lenient,Untrimmed,hg38noalt,167.336426
LP0025_17_L003,lung_cancer,30memhg19,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19,167.3274727
LP0025_17_L003,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,167.452415
LP0025_21_L004,lung_cancer,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt,168.9862537
LP0025_21_L004,lung_cancer,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt,168.9143997
LP0025_21_L004,lung_cancer,30memhg38,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38,168.9019909
LP0025_21_L004,lung_cancer,0memhg19,False40,GC bias not corrected,Lenient,Untrimmed,hg19,168.8627776
LP0025_21_L004,lung_cancer,30memhg38,True40,GC bias corrected,Lenient,Trimmed,hg38,168.968536
LP0025_21_L004,lung_cancer,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt,168.9583083
LP0025_21_L004,lung_cancer,30memhg38,False40,GC bias not corrected,Lenient,Trimmed,hg38,169.0381524
LP0025_21_L004,lung_cancer,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt,168.8810981
LP0025_21_L004,lung_cancer,0memhg19,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19,168.9028902
LP0025_21_L004,lung_cancer,30memhg19,True40,GC bias corrected,Lenient,Trimmed,hg19,168.8261714
LP0025_21_L004,lung_cancer,0memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg19decoy,168.9838709
LP0025_21_L004,lung_cancer,30memhg19,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19,168.8485467
LP0025_21_L004,lung_cancer,30memhg19decoy,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg19decoy,168.9954487
LP0025_21_L004,lung_cancer,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy,169.0164541
LP0025_21_L004,lung_cancer,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy,168.9171899
LP0025_21_L004,lung_cancer,0memhg19,True40,GC bias corrected,Lenient,Untrimmed,hg19,168.8073677
LP0025_21_L004,lung_cancer,30memhg38,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38,168.9744365
LP0025_21_L004,lung_cancer,0memhg19decoy,False40,GC bias not corrected,Lenient,Untrimmed,hg19decoy,169.0710282
LP0025_21_L004,lung_cancer,0memhg19decoy,True40,GC bias corrected,Lenient,Untrimmed,hg19decoy,168.9958469
LP0025_21_L004,lung_cancer,30memhg19decoy,False40,GC bias not corrected,Lenient,Trimmed,hg19decoy,169.0950723
LP0025_21_L004,lung_cancer,0memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg19decoy,168.9131895
LP0025_21_L004,lung_cancer,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt,168.9466706
LP0025_21_L004,lung_cancer,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38,169.0153368
