sampleID,phenotype,value,ref_genome,settings,gc_bias,settings_verbose,trimming,genome
LP0025_06_L003,lung_cancer,0.986438861,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_07_L004,healthy_control,0.979031909,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_08_L004,healthy_control,0.986119795,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_10_L003,lung_cancer,0.263562023,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_11_L003,lung_cancer,0.979493718,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_12_L003,lung_cancer,0.980622527,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.973110223,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.963404798,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.930106084,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,0.985102805,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,0.899457123,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,0.966608745,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.741333013,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.915761587,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.531288707,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.909014561,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.902226016,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.896835833,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.922906578,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.905230252,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,0.95638679,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,0.988313273,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,0.976339704,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,0.983145375,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,0.978833224,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,0.976116573,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,0.98728978,30memhg19decoy,True40,GC bias corrected,Lenient,Trimmed,hg19decoy
LP0025_01_L004,healthy_control,0.991355107,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_02_L004,healthy_control,0.962212758,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_03_L003,healthy_control,0.986940936,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_04_L004,healthy_control,0.992615366,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_05_L003,lung_cancer,0.983167739,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_06_L003,lung_cancer,0.990795458,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_07_L004,healthy_control,0.98537652,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_08_L004,healthy_control,0.992467151,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_10_L003,lung_cancer,0.381467813,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_11_L003,lung_cancer,0.989580999,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_12_L003,lung_cancer,0.986295057,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_15_L003,lung_cancer,0.974331031,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_17_L003,lung_cancer,0.969069766,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_21_L004,lung_cancer,0.93662095,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_24_L003,lung_cancer,0.989223374,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_05_L003,lung_cancer,0.923732309,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_07_L003,lung_cancer,0.980718378,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_08_L003,lung_cancer,0.717438727,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_22_L003,lung_cancer,0.917101101,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_26_L004,lung_cancer,0.604262408,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_38_L004,lung_cancer,0.917997007,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0026_42_L004,lung_cancer,0.895349336,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_26_L003,lung_cancer,0.90820078,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_35_L003,lung_cancer,0.916979379,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0027_39_L003,lung_cancer,0.899254236,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0028_01_L004,lung_cancer,0.956240396,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_02_L004,healthy_control,0.992927662,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_04_L003,healthy_control,0.979510155,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_05_L004,healthy_control,0.99308767,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0029_06_L003,healthy_control,0.985469144,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0030_03_L004,healthy_control,0.990409375,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0030_05_L004,healthy_control,0.994140213,30memhg19decoy,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg19decoy
LP0025_01_L004,healthy_control,0.973085728,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_02_L004,healthy_control,0.952954274,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_03_L003,healthy_control,0.981835309,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.977064976,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_05_L003,lung_cancer,0.964734462,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_06_L003,lung_cancer,0.982502875,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_07_L004,healthy_control,0.98085827,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_08_L004,healthy_control,0.9892792,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.522059764,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.982247714,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.925328836,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.975109004,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.976406167,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.947028386,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_24_L003,lung_cancer,0.912905568,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_05_L003,lung_cancer,0.918251828,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_07_L003,lung_cancer,0.961651288,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_08_L003,lung_cancer,0.871282023,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_22_L003,lung_cancer,0.955221908,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_26_L004,lung_cancer,0.685722702,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_38_L004,lung_cancer,0.945720999,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_42_L004,lung_cancer,0.941588524,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0027_26_L003,lung_cancer,0.951110177,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0027_35_L003,lung_cancer,0.950070149,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0027_39_L003,lung_cancer,0.929646933,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0028_01_L004,lung_cancer,0.971411016,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0029_02_L004,healthy_control,0.989915762,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0029_04_L003,healthy_control,0.954085887,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0029_05_L004,healthy_control,0.97814761,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0029_06_L003,healthy_control,0.982275036,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0030_03_L004,healthy_control,0.970880249,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0030_05_L004,healthy_control,0.975905508,0memhg38,False40,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.991487691,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_02_L004,healthy_control,0.953622153,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_03_L003,healthy_control,0.989867725,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.993764082,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_05_L003,lung_cancer,0.988053653,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_06_L003,lung_cancer,0.992368011,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_07_L004,healthy_control,0.994225144,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_08_L004,healthy_control,0.993900512,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.516004934,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.994102171,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.990696402,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.984978267,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.986604713,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.958864021,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_24_L003,lung_cancer,0.990404992,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_05_L003,lung_cancer,0.931893479,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_07_L003,lung_cancer,0.980639386,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_08_L003,lung_cancer,0.815174383,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_22_L003,lung_cancer,0.956766998,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_26_L004,lung_cancer,0.738316494,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_38_L004,lung_cancer,0.958837989,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0026_42_L004,lung_cancer,0.941684947,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0027_26_L003,lung_cancer,0.948785833,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0027_35_L003,lung_cancer,0.953526714,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0027_39_L003,lung_cancer,0.944241897,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0028_01_L004,lung_cancer,0.976790303,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0029_02_L004,healthy_control,0.996000269,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0029_04_L003,healthy_control,0.984755409,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0029_05_L004,healthy_control,0.986782491,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0029_06_L003,healthy_control,0.988581899,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0030_03_L004,healthy_control,0.985922518,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0030_05_L004,healthy_control,0.996321082,0memhg38,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.974898128,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_02_L004,healthy_control,0.962464862,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_03_L003,healthy_control,0.982658746,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.976093572,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_05_L003,lung_cancer,0.9631072,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_06_L003,lung_cancer,0.982830351,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_07_L004,healthy_control,0.978292258,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_08_L004,healthy_control,0.990710207,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.500186598,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.983080345,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.929789681,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.974215783,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.976810054,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.95051556,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_24_L003,lung_cancer,0.915704352,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_05_L003,lung_cancer,0.93921846,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_07_L003,lung_cancer,0.96901531,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_08_L003,lung_cancer,0.861573658,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_22_L003,lung_cancer,0.954820668,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_26_L004,lung_cancer,0.677291125,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_38_L004,lung_cancer,0.944860522,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_42_L004,lung_cancer,0.938702528,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0027_26_L003,lung_cancer,0.951114649,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0027_35_L003,lung_cancer,0.947167875,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0027_39_L003,lung_cancer,0.929522607,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0028_01_L004,lung_cancer,0.970722918,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0029_02_L004,healthy_control,0.990634502,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0029_04_L003,healthy_control,0.948847226,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0029_05_L004,healthy_control,0.983434874,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0029_06_L003,healthy_control,0.982911048,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0030_03_L004,healthy_control,0.974227804,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0030_05_L004,healthy_control,0.973731369,0memhg38,True40,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.993425977,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_02_L004,healthy_control,0.97988533,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_03_L003,healthy_control,0.99077025,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_04_L004,healthy_control,0.994645722,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_05_L003,lung_cancer,0.988558179,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_06_L003,lung_cancer,0.992708085,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_07_L004,healthy_control,0.991743808,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_08_L004,healthy_control,0.996211674,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.515669124,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.994381576,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.991398744,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.985363755,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.986306643,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.96604582,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_24_L003,lung_cancer,0.993513425,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_05_L003,lung_cancer,0.956931884,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_07_L003,lung_cancer,0.988580778,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_08_L003,lung_cancer,0.812871959,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_22_L003,lung_cancer,0.955299619,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_26_L004,lung_cancer,0.733499939,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_38_L004,lung_cancer,0.957090364,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0026_42_L004,lung_cancer,0.940907262,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0027_26_L003,lung_cancer,0.948068359,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0027_35_L003,lung_cancer,0.951657615,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0027_39_L003,lung_cancer,0.943290209,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0028_01_L004,lung_cancer,0.976197589,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0029_02_L004,healthy_control,0.99636392,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0029_04_L003,healthy_control,0.987691309,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0029_05_L004,healthy_control,0.996074397,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0029_06_L003,healthy_control,0.988846474,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0030_03_L004,healthy_control,0.993069304,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0030_05_L004,healthy_control,0.996571327,0memhg38,TrueDI26830XA,GC bias corrected,Strict,Untrimmed,hg38
LP0025_01_L004,healthy_control,0.972849132,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,0.952917985,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,0.981711989,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.977117814,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.960839963,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.98350615,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,0.980093419,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,0.987881152,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.51756388,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.979624624,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.926986476,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.972690728,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.970776314,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.946867981,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.914934986,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.917853538,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.958377548,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.880015155,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.956228158,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.694349417,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.943921687,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.943368452,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.952467229,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.952844466,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.934115473,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.971673795,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0029_02_L004,healthy_control,0.988773417,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0029_04_L003,healthy_control,0.953675138,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0029_05_L004,healthy_control,0.978315636,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0029_06_L003,healthy_control,0.983188912,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0030_03_L004,healthy_control,0.968123468,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0030_05_L004,healthy_control,0.975062567,0memhg38noalt,False40,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_01_L004,healthy_control,0.987616643,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_02_L004,healthy_control,0.93737379,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_03_L003,healthy_control,0.984939319,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.991145769,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.981210485,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.988187656,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,0.991275891,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,0.990646704,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.448427995,0memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Untrimmed,hg38noalt
